transaction_id,account_id,date,time,description,credit,debit,balance
TXN433924BAE6,ACC0262,2026-01-11,01:26:20,UPI Received from ACC0151,1071,0,-16677
TXN5CA18E6602,ACC0262,2026-01-11,01:27:32,UPI Transfer to ACC0185,0,2524,-19201
TXN5CA18E6602,ACC0185,2026-01-11,01:27:32,UPI Received from ACC0262,2524,0,29412
TXNCD9501865D,ACC0018,2026-01-11,01:28:23,UPI Transfer to ACC0279,0,18824,-5207
TXNCD9501865D,ACC0279,2026-01-11,01:28:23,UPI Received from ACC0018,18824,0,64235
TXN9491F58741,ACC0039,2026-01-11,01:29:41,UPI Transfer to ACC0167,0,19800,27534
TXN9491F58741,ACC0167,2026-01-11,01:29:41,UPI Received from ACC0039,19800,0,108934
TXNBD90EFD15E,ACC0262,2026-01-11,01:31:39,UPI Transfer to ACC0051,0,19648,-38849
TXNBD90EFD15E,ACC0051,2026-01-11,01:31:39,UPI Received from ACC0262,19648,0,96702
TXN8D20A9F183,ACC0102,2026-01-11,01:33:01,UPI Transfer to ACC0034,0,19782,-12640
TXN8D20A9F183,ACC0034,2026-01-11,01:33:01,UPI Received from ACC0102,19782,0,52404
TXNC04F76C787,ACC0148,2026-01-11,01:34:01,UPI Transfer to ACC0168,0,549,117355
TXNC04F76C787,ACC0168,2026-01-11,01:34:01,UPI Received from ACC0148,549,0,93793
TXNA34CAD14E2,ACC0163,2026-01-11,01:35:12,UPI Transfer to ACC0270,0,9470,-32852
TXNA34CAD14E2,ACC0270,2026-01-11,01:35:12,UPI Received from ACC0163,9470,0,154471
TXN02D1306B49,ACC0135,2026-01-11,01:36:12,UPI Transfer to ACC0204,0,6573,55539
TXN02D1306B49,ACC0204,2026-01-11,01:36:12,UPI Received from ACC0135,6573,0,57066
TXN2168E287E8,ACC0096,2026-01-11,01:37:44,UPI Transfer to ACC0138,0,15733,106181
TXN2168E287E8,ACC0138,2026-01-11,01:37:44,UPI Received from ACC0096,15733,0,2700
TXN8685BE5EB5,ACC0120,2026-01-11,01:39:31,UPI Transfer to ACC0155,0,21376,50907
TXN8685BE5EB5,ACC0155,2026-01-11,01:39:31,UPI Received from ACC0120,21376,0,38478
TXNEE292411BB,ACC0217,2026-01-11,01:41:05,UPI Transfer to ACC0210,0,13559,107948
TXNEE292411BB,ACC0210,2026-01-11,01:41:05,UPI Received from ACC0217,13559,0,108706
TXN3D5D81EEBC,ACC0151,2026-01-11,01:41:41,UPI Transfer to ACC0231,0,24925,97889
TXN3D5D81EEBC,ACC0231,2026-01-11,01:41:41,UPI Received from ACC0151,24925,0,81092
TXN255B75F59E,ACC0219,2026-01-11,01:43:14,UPI Transfer to ACC0243,0,7166,69228
TXN255B75F59E,ACC0243,2026-01-11,01:43:14,UPI Received from ACC0219,7166,0,159402
TXNF3496772B5,ACC0236,2026-01-11,01:44:50,UPI Transfer to ACC0137,0,17691,103231
TXNF3496772B5,ACC0137,2026-01-11,01:44:50,UPI Received from ACC0236,17691,0,91503
TXN70BC0550F6,ACC0009,2026-01-11,01:45:42,UPI Transfer to ACC0143,0,10841,87552
TXN70BC0550F6,ACC0143,2026-01-11,01:45:42,UPI Received from ACC0009,10841,0,112991
TXNF379606DAE,ACC0233,2026-01-11,01:46:59,UPI Transfer to ACC0079,0,16543,20013
TXNF379606DAE,ACC0079,2026-01-11,01:46:59,UPI Received from ACC0233,16543,0,140903
TXN9C01A4F1CF,ACC0028,2026-01-11,01:47:58,UPI Transfer to ACC0147,0,7122,177309
TXN9C01A4F1CF,ACC0147,2026-01-11,01:47:58,UPI Received from ACC0028,7122,0,8898
TXN4F4724356A,ACC0155,2026-01-11,01:48:35,UPI Transfer to ACC0118,0,24620,13858
TXN4F4724356A,ACC0118,2026-01-11,01:48:35,UPI Received from ACC0155,24620,0,157333
TXN705F6221BC,ACC0089,2026-01-11,01:49:30,UPI Transfer to ACC0253,0,8134,80362
TXN705F6221BC,ACC0253,2026-01-11,01:49:30,UPI Received from ACC0089,8134,0,49115
TXNE674D3A7BE,ACC0076,2026-01-11,01:51:08,UPI Transfer to ACC0297,0,11386,27768
TXNE674D3A7BE,ACC0297,2026-01-11,01:51:08,UPI Received from ACC0076,11386,0,83290
TXN7293FB7295,ACC0190,2026-01-11,01:52:47,UPI Transfer to ACC0032,0,10441,77136
TXN7293FB7295,ACC0032,2026-01-11,01:52:47,UPI Received from ACC0190,10441,0,114582
TXNDCD7F692D3,ACC0292,2026-01-11,01:53:27,UPI Transfer to ACC0291,0,15870,106240
TXNDCD7F692D3,ACC0291,2026-01-11,01:53:27,UPI Received from ACC0292,15870,0,69502
TXN3CDD3615F1,ACC0136,2026-01-11,01:55:24,UPI Transfer to ACC0061,0,18527,9969
TXN3CDD3615F1,ACC0061,2026-01-11,01:55:24,UPI Received from ACC0136,18527,0,149291
TXND0EDE39243,ACC0126,2026-01-11,01:56:46,UPI Transfer to ACC0147,0,21962,122941
TXND0EDE39243,ACC0147,2026-01-11,01:56:46,UPI Received from ACC0126,21962,0,30860
TXNE63595C630,ACC0077,2026-01-11,01:58:46,UPI Transfer to ACC0094,0,8258,106698
TXNE63595C630,ACC0094,2026-01-11,01:58:46,UPI Received from ACC0077,8258,0,57391
TXNA172655FE1,ACC0001,2026-01-11,01:59:34,UPI Transfer to ACC0122,0,14401,-309
TXNA172655FE1,ACC0122,2026-01-11,01:59:34,UPI Received from ACC0001,14401,0,61140
TXNAF9243BBCC,ACC0014,2026-01-11,02:00:42,UPI Transfer to ACC0232,0,24088,93204
TXNAF9243BBCC,ACC0232,2026-01-11,02:00:42,UPI Received from ACC0014,24088,0,162418
TXNDA82B2BADB,ACC0175,2026-01-11,02:01:31,UPI Transfer to ACC0168,0,23123,124400
TXNDA82B2BADB,ACC0168,2026-01-11,02:01:31,UPI Received from ACC0175,23123,0,116916
TXN15EE35390C,ACC0206,2026-01-11,02:02:10,UPI Transfer to ACC0052,0,23968,6019
TXN15EE35390C,ACC0052,2026-01-11,02:02:10,UPI Received from ACC0206,23968,0,162268
TXN7BBF34E3B9,ACC0044,2026-01-11,02:03:28,UPI Transfer to ACC0006,0,19021,137550
TXN7BBF34E3B9,ACC0006,2026-01-11,02:03:28,UPI Received from ACC0044,19021,0,109209
TXN72BAF32352,ACC0290,2026-01-11,02:05:08,UPI Transfer to ACC0034,0,17379,151782
TXN72BAF32352,ACC0034,2026-01-11,02:05:08,UPI Received from ACC0290,17379,0,69783
TXN7B2C4C233E,ACC0047,2026-01-11,02:06:29,UPI Transfer to ACC0093,0,13447,93913
TXN7B2C4C233E,ACC0093,2026-01-11,02:06:29,UPI Received from ACC0047,13447,0,117824
TXNE4275DB5A6,ACC0037,2026-01-11,02:07:34,UPI Transfer to ACC0113,0,9111,69033
TXNE4275DB5A6,ACC0113,2026-01-11,02:07:34,UPI Received from ACC0037,9111,0,174248
TXNF2C5DD5A82,ACC0112,2026-01-11,02:08:44,UPI Transfer to ACC0270,0,4877,-9878
TXNF2C5DD5A82,ACC0270,2026-01-11,02:08:44,UPI Received from ACC0112,4877,0,159348
TXN66C0D64414,ACC0258,2026-01-11,02:09:21,UPI Transfer to ACC0019,0,5311,45518
TXN66C0D64414,ACC0019,2026-01-11,02:09:21,UPI Received from ACC0258,5311,0,4456
TXN082A8B1763,ACC0153,2026-01-11,02:11:01,UPI Transfer to ACC0242,0,3510,69396
TXN082A8B1763,ACC0242,2026-01-11,02:11:01,UPI Received from ACC0153,3510,0,131237
TXNA3E766EC12,ACC0152,2026-01-11,02:12:20,UPI Transfer to ACC0267,0,7754,79437
TXNA3E766EC12,ACC0267,2026-01-11,02:12:20,UPI Received from ACC0152,7754,0,66130
TXNCD433CCABE,ACC0029,2026-01-11,02:14:20,UPI Transfer to ACC0282,0,10989,130558
TXNCD433CCABE,ACC0282,2026-01-11,02:14:20,UPI Received from ACC0029,10989,0,28627
TXNAD383897B7,ACC0031,2026-01-11,02:15:32,UPI Transfer to ACC0228,0,11466,133430
TXNAD383897B7,ACC0228,2026-01-11,02:15:32,UPI Received from ACC0031,11466,0,128755
TXNAA045E4086,ACC0193,2026-01-11,02:16:49,UPI Transfer to ACC0145,0,22465,84022
TXNAA045E4086,ACC0145,2026-01-11,02:16:49,UPI Received from ACC0193,22465,0,-9676
TXN85422701F5,ACC0296,2026-01-11,02:18:34,UPI Transfer to ACC0102,0,15968,94635
TXN85422701F5,ACC0102,2026-01-11,02:18:34,UPI Received from ACC0296,15968,0,3328
TXN84B29D5B65,ACC0020,2026-01-11,02:20:15,UPI Transfer to ACC0248,0,24041,76377
TXN84B29D5B65,ACC0248,2026-01-11,02:20:15,UPI Received from ACC0020,24041,0,135279
TXN5ECAC1FB46,ACC0200,2026-01-11,02:22:09,UPI Transfer to ACC0229,0,19743,96601
TXN5ECAC1FB46,ACC0229,2026-01-11,02:22:09,UPI Received from ACC0200,19743,0,131448
TXN5CAF5BCE61,ACC0023,2026-01-11,02:23:52,UPI Transfer to ACC0219,0,20358,45152
TXN5CAF5BCE61,ACC0219,2026-01-11,02:23:52,UPI Received from ACC0023,20358,0,89586
TXN1A29693CDD,ACC0043,2026-01-11,02:24:46,UPI Transfer to ACC0174,0,13337,41947
TXN1A29693CDD,ACC0174,2026-01-11,02:24:46,UPI Received from ACC0043,13337,0,97845
TXN6DEA81BA54,ACC0071,2026-01-11,02:25:27,UPI Transfer to ACC0157,0,5304,23435
TXN6DEA81BA54,ACC0157,2026-01-11,02:25:27,UPI Received from ACC0071,5304,0,83853
TXNE3F9DEFB80,ACC0252,2026-01-11,02:26:16,UPI Transfer to ACC0057,0,22278,31699
TXNE3F9DEFB80,ACC0057,2026-01-11,02:26:16,UPI Received from ACC0252,22278,0,14433
TXN908EF429DD,ACC0084,2026-01-11,02:27:39,UPI Transfer to ACC0073,0,22184,116281
TXN908EF429DD,ACC0073,2026-01-11,02:27:39,UPI Received from ACC0084,22184,0,151443
TXN2684171E9C,ACC0078,2026-01-11,02:28:27,UPI Transfer to ACC0130,0,9612,60895
TXN2684171E9C,ACC0130,2026-01-11,02:28:27,UPI Received from ACC0078,9612,0,47204
TXN200D67E572,ACC0260,2026-01-11,02:29:48,UPI Transfer to ACC0020,0,9126,115570
TXN200D67E572,ACC0020,2026-01-11,02:29:48,UPI Received from ACC0260,9126,0,85503
TXN7B40757865,ACC0258,2026-01-11,02:30:40,UPI Transfer to ACC0164,0,4714,40804
TXN7B40757865,ACC0164,2026-01-11,02:30:40,UPI Received from ACC0258,4714,0,122542
TXN374B7309AA,ACC0266,2026-01-11,02:32:22,UPI Transfer to ACC0221,0,21524,158844
TXN374B7309AA,ACC0221,2026-01-11,02:32:22,UPI Received from ACC0266,21524,0,90790
TXN284C0A2735,ACC0028,2026-01-11,02:34:19,UPI Transfer to ACC0149,0,2247,175062
TXN284C0A2735,ACC0149,2026-01-11,02:34:19,UPI Received from ACC0028,2247,0,74284
TXNE3633F3BF9,ACC0004,2026-01-11,02:35:16,UPI Transfer to ACC0156,0,17458,6467
TXNE3633F3BF9,ACC0156,2026-01-11,02:35:16,UPI Received from ACC0004,17458,0,71395
TXN32369E4917,ACC0274,2026-01-11,02:36:07,UPI Transfer to ACC0008,0,17939,126368
TXN32369E4917,ACC0008,2026-01-11,02:36:07,UPI Received from ACC0274,17939,0,108762
TXN5DBB007A7B,ACC0180,2026-01-11,02:37:55,UPI Transfer to ACC0226,0,16607,116759
TXN5DBB007A7B,ACC0226,2026-01-11,02:37:55,UPI Received from ACC0180,16607,0,54229
TXN46C46CE69E,ACC0088,2026-01-11,02:39:03,UPI Transfer to ACC0166,0,17215,92326
TXN46C46CE69E,ACC0166,2026-01-11,02:39:03,UPI Received from ACC0088,17215,0,126587
TXNB6DBA0D7A6,ACC0103,2026-01-11,02:39:55,UPI Transfer to ACC0203,0,22732,69672
TXNB6DBA0D7A6,ACC0203,2026-01-11,02:39:55,UPI Received from ACC0103,22732,0,49732
TXNFA1BE15513,ACC0284,2026-01-11,02:41:06,UPI Transfer to ACC0264,0,19445,29719
TXNFA1BE15513,ACC0264,2026-01-11,02:41:06,UPI Received from ACC0284,19445,0,70003
TXN0036D4FDCE,ACC0152,2026-01-11,02:42:56,UPI Transfer to ACC0095,0,18313,61124
TXN0036D4FDCE,ACC0095,2026-01-11,02:42:56,UPI Received from ACC0152,18313,0,123448
TXN182D18A798,ACC0092,2026-01-11,02:43:48,UPI Transfer to ACC0238,0,24983,37965
TXN182D18A798,ACC0238,2026-01-11,02:43:48,UPI Received from ACC0092,24983,0,62515
TXNA7A1A200ED,ACC0108,2026-01-11,02:44:23,UPI Transfer to ACC0077,0,24093,-11958
TXNA7A1A200ED,ACC0077,2026-01-11,02:44:23,UPI Received from ACC0108,24093,0,130791
TXN15B5B7BFE5,ACC0058,2026-01-11,02:46:02,UPI Transfer to ACC0125,0,6042,134222
TXN15B5B7BFE5,ACC0125,2026-01-11,02:46:02,UPI Received from ACC0058,6042,0,94570
TXNC881510178,ACC0128,2026-01-11,02:47:57,UPI Transfer to ACC0035,0,11428,68534
TXNC881510178,ACC0035,2026-01-11,02:47:57,UPI Received from ACC0128,11428,0,123112
TXNDDBD6179B5,ACC0099,2026-01-11,02:49:22,UPI Transfer to ACC0061,0,11729,150165
TXNDDBD6179B5,ACC0061,2026-01-11,02:49:22,UPI Received from ACC0099,11729,0,161020
TXN4B520F1B4E,ACC0116,2026-01-11,02:51:02,UPI Transfer to ACC0267,0,15191,109417
TXN4B520F1B4E,ACC0267,2026-01-11,02:51:02,UPI Received from ACC0116,15191,0,81321
TXN765077C0CF,ACC0215,2026-01-11,02:52:15,UPI Transfer to ACC0118,0,5123,138274
TXN765077C0CF,ACC0118,2026-01-11,02:52:15,UPI Received from ACC0215,5123,0,162456
TXN9D1D8BAABE,ACC0183,2026-01-11,02:53:24,UPI Transfer to ACC0144,0,8918,74874
TXN9D1D8BAABE,ACC0144,2026-01-11,02:53:24,UPI Received from ACC0183,8918,0,27726
TXNC01A10C38E,ACC0221,2026-01-11,02:54:32,UPI Transfer to ACC0292,0,15984,74806
TXNC01A10C38E,ACC0292,2026-01-11,02:54:32,UPI Received from ACC0221,15984,0,122224
TXNFA1E00C708,ACC0015,2026-01-11,02:55:10,UPI Transfer to ACC0189,0,14608,92659
TXNFA1E00C708,ACC0189,2026-01-11,02:55:10,UPI Received from ACC0015,14608,0,181701
TXNBD3307EDB0,ACC0209,2026-01-11,02:56:01,UPI Transfer to ACC0004,0,10348,160742
TXNBD3307EDB0,ACC0004,2026-01-11,02:56:01,UPI Received from ACC0209,10348,0,16815
TXN92DAB7CEDF,ACC0224,2026-01-11,02:57:44,UPI Transfer to ACC0210,0,18831,12518
TXN92DAB7CEDF,ACC0210,2026-01-11,02:57:44,UPI Received from ACC0224,18831,0,127537
TXN2E2E88CD53,ACC0020,2026-01-11,02:59:23,UPI Transfer to ACC0217,0,21136,64367
TXN2E2E88CD53,ACC0217,2026-01-11,02:59:23,UPI Received from ACC0020,21136,0,129084
TXN9F4E3E713C,ACC0116,2026-01-11,03:00:06,UPI Transfer to ACC0273,0,1509,107908
TXN9F4E3E713C,ACC0273,2026-01-11,03:00:06,UPI Received from ACC0116,1509,0,123635
TXN4AD81B42D1,ACC0204,2026-01-11,03:02:02,UPI Transfer to ACC0094,0,3571,53495
TXN4AD81B42D1,ACC0094,2026-01-11,03:02:02,UPI Received from ACC0204,3571,0,60962
TXN575E89259A,ACC0015,2026-01-11,03:02:47,UPI Transfer to ACC0241,0,23535,69124
TXN575E89259A,ACC0241,2026-01-11,03:02:47,UPI Received from ACC0015,23535,0,212814
TXN2E11FB2BEF,ACC0192,2026-01-11,03:03:24,UPI Transfer to ACC0187,0,7509,147732
TXN2E11FB2BEF,ACC0187,2026-01-11,03:03:24,UPI Received from ACC0192,7509,0,153036
TXN41640CD467,ACC0285,2026-01-11,03:03:59,UPI Transfer to ACC0056,0,11947,97932
TXN41640CD467,ACC0056,2026-01-11,03:03:59,UPI Received from ACC0285,11947,0,179822
TXNED1F7549AA,ACC0120,2026-01-11,03:05:55,UPI Transfer to ACC0128,0,4890,46017
TXNED1F7549AA,ACC0128,2026-01-11,03:05:55,UPI Received from ACC0120,4890,0,73424
TXN453086D93C,ACC0047,2026-01-11,03:07:24,UPI Transfer to ACC0070,0,5661,88252
TXN453086D93C,ACC0070,2026-01-11,03:07:24,UPI Received from ACC0047,5661,0,42235
TXN6776E77E1D,ACC0097,2026-01-11,03:08:47,UPI Transfer to ACC0299,0,24594,155719
TXN6776E77E1D,ACC0299,2026-01-11,03:08:47,UPI Received from ACC0097,24594,0,112136
TXNEFE7DC41C9,ACC0278,2026-01-11,03:10:23,UPI Transfer to ACC0155,0,12976,183756
TXNEFE7DC41C9,ACC0155,2026-01-11,03:10:23,UPI Received from ACC0278,12976,0,26834
TXN9D13BD942F,ACC0087,2026-01-11,03:12:19,UPI Transfer to ACC0192,0,17937,83369
TXN9D13BD942F,ACC0192,2026-01-11,03:12:19,UPI Received from ACC0087,17937,0,165669
TXNB3E047B80C,ACC0018,2026-01-11,03:13:09,UPI Transfer to ACC0236,0,14497,-19704
TXNB3E047B80C,ACC0236,2026-01-11,03:13:09,UPI Received from ACC0018,14497,0,117728
TXN7692ACCE73,ACC0202,2026-01-11,03:14:08,UPI Transfer to ACC0182,0,1483,66707
TXN7692ACCE73,ACC0182,2026-01-11,03:14:08,UPI Received from ACC0202,1483,0,43168
TXN43AC37A145,ACC0114,2026-01-11,03:15:20,UPI Transfer to ACC0259,0,18691,105535
TXN43AC37A145,ACC0259,2026-01-11,03:15:20,UPI Received from ACC0114,18691,0,98102
TXNA3793093E8,ACC0278,2026-01-11,03:16:08,UPI Transfer to ACC0292,0,19312,164444
TXNA3793093E8,ACC0292,2026-01-11,03:16:08,UPI Received from ACC0278,19312,0,141536
TXNCAA8395436,ACC0024,2026-01-11,03:16:44,UPI Transfer to ACC0150,0,2950,61124
TXNCAA8395436,ACC0150,2026-01-11,03:16:44,UPI Received from ACC0024,2950,0,37594
TXN8DE5287E1F,ACC0032,2026-01-11,03:18:25,UPI Transfer to ACC0269,0,2036,112546
TXN8DE5287E1F,ACC0269,2026-01-11,03:18:25,UPI Received from ACC0032,2036,0,150357
TXN5B15FCC55C,ACC0103,2026-01-11,03:18:58,UPI Transfer to ACC0077,0,6828,62844
TXN5B15FCC55C,ACC0077,2026-01-11,03:18:58,UPI Received from ACC0103,6828,0,137619
TXN6979FB954F,ACC0197,2026-01-11,03:20:30,UPI Transfer to ACC0121,0,22520,115500
TXN6979FB954F,ACC0121,2026-01-11,03:20:30,UPI Received from ACC0197,22520,0,44927
TXN253ADC6A67,ACC0237,2026-01-11,03:21:29,UPI Transfer to ACC0107,0,10891,17511
TXN253ADC6A67,ACC0107,2026-01-11,03:21:29,UPI Received from ACC0237,10891,0,34307
TXN844A7638DD,ACC0252,2026-01-11,03:23:02,UPI Transfer to ACC0113,0,4851,26848
TXN844A7638DD,ACC0113,2026-01-11,03:23:02,UPI Received from ACC0252,4851,0,179099
TXNA3B618B439,ACC0276,2026-01-11,03:24:52,UPI Transfer to ACC0068,0,7622,124842
TXNA3B618B439,ACC0068,2026-01-11,03:24:52,UPI Received from ACC0276,7622,0,181337
TXNF2CD692D6A,ACC0146,2026-01-11,03:25:39,UPI Transfer to ACC0132,0,23248,17221
TXNF2CD692D6A,ACC0132,2026-01-11,03:25:39,UPI Received from ACC0146,23248,0,142014
TXNFC8842B83E,ACC0074,2026-01-11,03:27:20,UPI Transfer to ACC0292,0,22211,-3291
TXNFC8842B83E,ACC0292,2026-01-11,03:27:20,UPI Received from ACC0074,22211,0,163747
TXN588CF3ECF2,ACC0039,2026-01-11,03:28:00,UPI Transfer to ACC0141,0,15999,11535
TXN588CF3ECF2,ACC0141,2026-01-11,03:28:00,UPI Received from ACC0039,15999,0,88242
TXN8F876C4208,ACC0119,2026-01-11,03:29:04,UPI Transfer to ACC0073,0,6054,44104
TXN8F876C4208,ACC0073,2026-01-11,03:29:04,UPI Received from ACC0119,6054,0,157497
TXN21BDCC48DD,ACC0262,2026-01-11,03:30:17,UPI Transfer to ACC0009,0,2136,-40985
TXN21BDCC48DD,ACC0009,2026-01-11,03:30:17,UPI Received from ACC0262,2136,0,89688
TXNDF19A4AA16,ACC0272,2026-01-11,03:31:00,UPI Transfer to ACC0173,0,1320,119281
TXNDF19A4AA16,ACC0173,2026-01-11,03:31:00,UPI Received from ACC0272,1320,0,187149
TXN0E29BFEF1F,ACC0103,2026-01-11,03:31:32,UPI Transfer to ACC0065,0,15997,46847
TXN0E29BFEF1F,ACC0065,2026-01-11,03:31:32,UPI Received from ACC0103,15997,0,126176
TXN9074D278F5,ACC0087,2026-01-11,03:32:35,UPI Transfer to ACC0258,0,6196,77173
TXN9074D278F5,ACC0258,2026-01-11,03:32:35,UPI Received from ACC0087,6196,0,47000
TXN6059B61628,ACC0237,2026-01-11,03:33:29,UPI Transfer to ACC0091,0,2723,14788
TXN6059B61628,ACC0091,2026-01-11,03:33:29,UPI Received from ACC0237,2723,0,43049
TXN191100B7E0,ACC0300,2026-01-11,03:34:57,UPI Transfer to ACC0030,0,11046,169541
TXN191100B7E0,ACC0030,2026-01-11,03:34:57,UPI Received from ACC0300,11046,0,83121
TXND3C927CE84,ACC0194,2026-01-11,03:35:58,UPI Transfer to ACC0221,0,10826,9972
TXND3C927CE84,ACC0221,2026-01-11,03:35:58,UPI Received from ACC0194,10826,0,85632
TXN1498FCF7A0,ACC0280,2026-01-11,03:36:32,UPI Transfer to ACC0022,0,20323,29342
TXN1498FCF7A0,ACC0022,2026-01-11,03:36:32,UPI Received from ACC0280,20323,0,34781
TXNE8A2701E5F,ACC0236,2026-01-11,03:38:02,UPI Transfer to ACC0212,0,995,116733
TXNE8A2701E5F,ACC0212,2026-01-11,03:38:02,UPI Received from ACC0236,995,0,115183
TXNF6FC6C0AD8,ACC0225,2026-01-11,03:38:45,UPI Transfer to ACC0030,0,6553,7098
TXNF6FC6C0AD8,ACC0030,2026-01-11,03:38:45,UPI Received from ACC0225,6553,0,89674
TXNBCCF151202,ACC0054,2026-01-11,03:40:39,UPI Transfer to ACC0219,0,3438,100914
TXNBCCF151202,ACC0219,2026-01-11,03:40:39,UPI Received from ACC0054,3438,0,93024
TXN1F4DEA0663,ACC0070,2026-01-11,03:41:18,UPI Transfer to ACC0260,0,6358,35877
TXN1F4DEA0663,ACC0260,2026-01-11,03:41:18,UPI Received from ACC0070,6358,0,121928
TXNAEECEA7FD4,ACC0162,2026-01-11,03:42:47,UPI Transfer to ACC0247,0,11269,68681
TXNAEECEA7FD4,ACC0247,2026-01-11,03:42:47,UPI Received from ACC0162,11269,0,169646
TXND8B08D0F9A,ACC0251,2026-01-11,03:44:09,UPI Transfer to ACC0255,0,2689,102593
TXND8B08D0F9A,ACC0255,2026-01-11,03:44:09,UPI Received from ACC0251,2689,0,168492
TXN4875169A92,ACC0183,2026-01-11,03:45:17,UPI Transfer to ACC0107,0,16179,58695
TXN4875169A92,ACC0107,2026-01-11,03:45:17,UPI Received from ACC0183,16179,0,50486
TXN8045D22BF2,ACC0010,2026-01-11,03:46:24,UPI Transfer to ACC0144,0,14515,105649
TXN8045D22BF2,ACC0144,2026-01-11,03:46:24,UPI Received from ACC0010,14515,0,42241
TXNC9AEA4E5A6,ACC0155,2026-01-11,03:47:44,UPI Transfer to ACC0044,0,9182,17652
TXNC9AEA4E5A6,ACC0044,2026-01-11,03:47:44,UPI Received from ACC0155,9182,0,146732
TXN125707E2F6,ACC0176,2026-01-11,03:49:34,UPI Transfer to ACC0126,0,4731,-14057
TXN125707E2F6,ACC0126,2026-01-11,03:49:34,UPI Received from ACC0176,4731,0,127672
TXNE6CA118627,ACC0036,2026-01-11,03:50:54,UPI Transfer to ACC0006,0,5407,43980
TXNE6CA118627,ACC0006,2026-01-11,03:50:54,UPI Received from ACC0036,5407,0,114616
TXN59E878410E,ACC0095,2026-01-11,03:52:42,UPI Transfer to ACC0043,0,2057,121391
TXN59E878410E,ACC0043,2026-01-11,03:52:42,UPI Received from ACC0095,2057,0,44004
TXNF34FBC1D7A,ACC0049,2026-01-11,03:54:20,UPI Transfer to ACC0125,0,12744,92625
TXNF34FBC1D7A,ACC0125,2026-01-11,03:54:20,UPI Received from ACC0049,12744,0,107314
TXN6E4A908A29,ACC0290,2026-01-11,03:56:06,UPI Transfer to ACC0134,0,2728,149054
TXN6E4A908A29,ACC0134,2026-01-11,03:56:06,UPI Received from ACC0290,2728,0,111947
TXN846E8435E9,ACC0068,2026-01-11,03:58:01,UPI Transfer to ACC0028,0,10817,170520
TXN846E8435E9,ACC0028,2026-01-11,03:58:01,UPI Received from ACC0068,10817,0,185879
TXNCD881A373D,ACC0194,2026-01-11,03:59:37,UPI Transfer to ACC0074,0,12767,-2795
TXNCD881A373D,ACC0074,2026-01-11,03:59:37,UPI Received from ACC0194,12767,0,9476
TXN0A547DF06C,ACC0166,2026-01-11,04:01:15,UPI Transfer to ACC0086,0,24777,101810
TXN0A547DF06C,ACC0086,2026-01-11,04:01:15,UPI Received from ACC0166,24777,0,26138
TXNC666C883BC,ACC0135,2026-01-11,04:02:06,UPI Transfer to ACC0073,0,616,54923
TXNC666C883BC,ACC0073,2026-01-11,04:02:06,UPI Received from ACC0135,616,0,158113
TXN586CE95E6D,ACC0235,2026-01-11,04:02:54,UPI Transfer to ACC0031,0,3156,151047
TXN586CE95E6D,ACC0031,2026-01-11,04:02:54,UPI Received from ACC0235,3156,0,136586
TXN921F808135,ACC0055,2026-01-11,04:03:29,UPI Transfer to ACC0050,0,24490,72592
TXN921F808135,ACC0050,2026-01-11,04:03:29,UPI Received from ACC0055,24490,0,160377
TXNA1085580DD,ACC0203,2026-01-11,04:04:23,UPI Transfer to ACC0006,0,3773,45959
TXNA1085580DD,ACC0006,2026-01-11,04:04:23,UPI Received from ACC0203,3773,0,118389
TXN6FE8E9A28B,ACC0049,2026-01-11,04:06:01,UPI Transfer to ACC0228,0,12325,80300
TXN6FE8E9A28B,ACC0228,2026-01-11,04:06:01,UPI Received from ACC0049,12325,0,141080
TXN8987032D11,ACC0189,2026-01-11,04:06:47,UPI Transfer to ACC0288,0,4351,177350
TXN8987032D11,ACC0288,2026-01-11,04:06:47,UPI Received from ACC0189,4351,0,125163
TXNE86B3B8140,ACC0067,2026-01-11,04:08:02,UPI Transfer to ACC0232,0,5995,62607
TXNE86B3B8140,ACC0232,2026-01-11,04:08:02,UPI Received from ACC0067,5995,0,168413
TXN7258913E5F,ACC0135,2026-01-11,04:09:11,UPI Transfer to ACC0056,0,24468,30455
TXN7258913E5F,ACC0056,2026-01-11,04:09:11,UPI Received from ACC0135,24468,0,204290
TXND8875FD9B0,ACC0010,2026-01-11,04:10:41,UPI Transfer to ACC0116,0,744,104905
TXND8875FD9B0,ACC0116,2026-01-11,04:10:41,UPI Received from ACC0010,744,0,108652
TXN84C0B8FC38,ACC0128,2026-01-11,04:11:18,UPI Transfer to ACC0058,0,2328,71096
TXN84C0B8FC38,ACC0058,2026-01-11,04:11:18,UPI Received from ACC0128,2328,0,136550
TXNB4D65E4BF5,ACC0059,2026-01-11,04:12:14,UPI Transfer to ACC0004,0,21950,11687
TXNB4D65E4BF5,ACC0004,2026-01-11,04:12:14,UPI Received from ACC0059,21950,0,38765
TXNCA47A36A41,ACC0181,2026-01-11,04:13:36,UPI Transfer to ACC0208,0,10428,-1643
TXNCA47A36A41,ACC0208,2026-01-11,04:13:36,UPI Received from ACC0181,10428,0,149805
TXNE44ADC2DB2,ACC0057,2026-01-11,04:14:24,UPI Transfer to ACC0266,0,13322,1111
TXNE44ADC2DB2,ACC0266,2026-01-11,04:14:24,UPI Received from ACC0057,13322,0,172166
